1,"1051.0
"
2,"1017.0
"
3,"951.0
"
4,"930.0
"
5,"894.0
"
6,"876.0
"
7,"868.0
"
8,"738.0
"
9,"726.0
"
10,"719.0
"
11,"646.0
"
12,"538.0
"
13,"527.0
"
14,"527.0
"
15,"522.0
"
16,"521.0
"
17,"513.0
"
18,"512.0
"
19,"493.0
"
20,"493.0
"
21,"458.0
"
22,"458.0
"
23,"458.0
"
24,"458.0
"
25,"458.0
"
26,"442.0
"
27,"442.0
"
28,"437.0
"
29,"437.0
"
30,"437.0
"
31,"437.0
"
32,"413.0
"
33,"413.0
"
34,"413.0
"
35,"413.0
"
36,"413.0
"
37,"407.0
"
38,"407.0
"
39,"407.0
"
40,"407.0
"
41,"407.0
"
42,"407.0
"
43,"407.0
"
44,"407.0
"
45,"396.0
"
46,"396.0
"
47,"396.0
"
48,"396.0
"
49,"396.0
"
50,"396.0
"
51,"396.0
"
52,"396.0
"
53,"396.0
"
54,"396.0
"
55,"396.0
"
56,"396.0
"
57,"396.0
"
58,"396.0
"
59,"396.0
"
60,"387.0
"
61,"387.0
"
62,"387.0
"
63,"387.0
"
64,"387.0
"
65,"387.0
"
66,"387.0
"
67,"387.0
"
68,"387.0
"
69,"387.0
"
70,"387.0
"
71,"387.0
"
72,"387.0
"
73,"387.0
"
74,"387.0
"
75,"387.0
"
76,"387.0
"
77,"387.0
"
78,"387.0
"
79,"387.0
"
80,"387.0
"
81,"387.0
"
82,"376.0
"
83,"376.0
"
84,"376.0
"
85,"376.0
"
86,"376.0
"
87,"376.0
"
88,"376.0
"
89,"376.0
"
90,"376.0
"
91,"376.0
"
92,"376.0
"
93,"376.0
"
94,"376.0
"
95,"376.0
"
96,"376.0
"
97,"376.0
"
98,"376.0
"
99,"376.0
"
100,"376.0
"
101,"376.0
"
102,"376.0
"
103,"376.0
"
104,"376.0
"
105,"376.0
"
106,"376.0
"
107,"376.0
"
108,"376.0
"
109,"376.0
"
110,"376.0
"
111,"376.0
"
112,"376.0
"
113,"376.0
"
114,"376.0
"
115,"376.0
"
116,"376.0
"
117,"376.0
"
118,"376.0
"
119,"376.0
"
