1,0.9607843137254902
2,0.9591836734693877
3,0.9574468085106383
4,0.9555555555555556
5,0.9534883720930233
6,0.9512195121951219
7,0.9230769230769231
8,0.918918918918919
9,0.9142857142857143
10,0.9090909090909091
11,0.9032258064516129
12,0.896551724137931
13,0.8888888888888888
14,0.88
15,0.8695652173913043
16,0.8571428571428571
17,0.7894736842105263
18,0.8235294117647058
19,0.8
20,0.7692307692307693
21,0.7272727272727273
22,0.8888888888888888
23,0.8571428571428571
24,1.0
25,0.6666666666666666
26,1.0
