1,0.532527960385896
2,0.5684513805522209
3,0.5370712114633087
4,0.5481961147086032
5,0.5035236081747709
6,0.5338303216919212
7,0.47157598499061915
8,0.4208337892548419
9,0.4171171171171171
10,0.3578304048892284
11,0.3288123167155425
12,0.3147942157953282
13,0.2227695675971538
14,0.18700854700854702
15,0.22478260869565217
16,0.225296442687747
17,0.27593984962406015
18,0.23942208462332298
19,0.3367647058823529
20,0.4857142857142857
21,0.5
22,0.5454545454545454
23,0.6309523809523809
24,0.7999999999999999
25,0.7000000000000001
26,0.0
