1,0.524132730015083
2,0.5493877551020409
3,0.5274822695035462
4,0.5333333333333333
5,0.5031712473572939
6,0.5226480836236934
7,0.4782051282051282
8,0.4423897581792319
9,0.4396825396825397
10,0.39750445632798576
11,0.375
12,0.3632183908045977
13,0.30158730158730157
14,0.27692307692307694
15,0.30434782608695654
16,0.30303030303030304
17,0.34210526315789475
18,0.3137254901960784
19,0.38333333333333336
20,0.4835164835164835
21,0.48484848484848486
22,0.5111111111111111
23,0.5714285714285714
24,0.7333333333333333
25,0.6666666666666666
26,0.0
